,country,site_id,site_name,year_est,lfp,priority,included
4074,Belize,AIBLZ22a,south water caye - general use zone,1996,4,High,#N/A
4085,Belize,AIBLZ22b,south water caye - conservation zone,1996,5,High,#N/A
4091,Belize,AIBLZ22c,south water caye - preservation zone,1996,,,#N/A
4092,Belize,AIBLZ23,sapodilla cayes marine reserve,,,,#N/A
4096,Belize,AIBLZ23a,sapodilla cayes - general use zone,1996,,,#N/A
4100,Belize,AIBLZ23b,sapodilla cayes - conservation zone i,1996,,,#N/A
4101,Belize,AIBLZ23c,sapodilla cayes - conservation zone ii,1996,,,#N/A
4103,Belize,AIBLZ23d,sapodilla cayes - preservation zone,1996,,,#N/A
4104,Belize,AIBLZ27,caye caulker marine reserve,,,,#N/A
723,Australia,AIAUS1998,thorny passage marine park - sanctuary zone - sz-6 -,2009,,,Australia
4110,Belize,AIBLZ27b,caye caulker - conservation zone,1998,,,#N/A
4112,Belize,AIBLZ27c,caye caulker - preservation zone,1998,,,#N/A
4114,Belize,AIBLZ28,caye caulker - forest reserve,,,,#N/A
4115,Belize,AIBLZ3,bacalar chico marine reserve,,,,#N/A
4119,Belize,AIBLZ32,corozal bay wildlife sanctuary,,,,#N/A
726,Australia,AIAUS2004,thorny passage marine park - sanctuary zone - sz-7 -,2009,,,Australia
4151,Belize,AIBLZ38a,turneffe atoll marine reserve - maugre caye conservation zone,,,,#N/A
4153,Belize,AIBLZ38b,turneffe atoll marine reserve - dog flea caye conservation zone,,,,#N/A
4155,Belize,AIBLZ38c,turneffe atoll marine reserve - blackbird caye conservation zone,,,,#N/A
4156,Belize,AIBLZ38d,turneffe atoll marine reserve - caye bokel conservation zone,,,,#N/A
4158,Belize,AIBLZ38e,turneffe atoll marine reserve -long bouge conservation zone,,,,#N/A
4160,Belize,AIBLZ38f,turneffe atoll marine reserve - general use zone,,,,#N/A
4174,Belize,AIBLZ38g,turneffe atoll marine reserve - preservation zone,,,,#N/A
4176,Belize,AIBLZ38h,turneffe atoll marine reserve - vincent's lagoon special management area,,,,#N/A
4180,Belize,AIBLZ38i,turneffe atoll marine reserve - cockroach-grassy caye special management area,,,,#N/A
4183,Belize,AIBLZ38j,turneffe atoll marine reserve - maugre caye nassau grouper & species protection conservation zone,,,,#N/A
4184,Belize,AIBLZ3a,bacalar chico marine reserve - general use zone,1996,,,#N/A
4188,Belize,AIBLZ3b,bacalar chico marine reserve - conservation zone i,1996,,,#N/A
4189,Belize,AIBLZ3c,bacalar chico marine reserve - conservation zone ii,1996,,,#N/A
4191,Belize,AIBLZ3d,bacalar chico marine reserve - preservation zone,1996,,,#N/A
4192,Belize,AIBLZ43,belize barrier reef reserve system,,2,High,#N/A
4221,Belize,AIBLZ46,sarstoon temash national park,,,,#N/A
4223,Belize,AIBLZ5,hol chan marine reserve,,,,#N/A
4232,Belize,AIBLZ5a,hol chan marine reserve - zone a barrier reef - no take conservation zone hol chan channel,,,,#N/A
4233,Belize,AIBLZ5b,hol chan marine reserve - zone b sea grass beds - conservation zone,,,,#N/A
4235,Belize,AIBLZ5c,hol chan marine reserve - zone c mangrove wetlands - general use zone,,,,#N/A
4236,Belize,AIBLZ5d,hol chan marine reserve - zone d - general use area,,,,#N/A
4237,Belize,AIBLZ5e,hol chan marine reserve - zone e-i bajos general use area,1999,,,#N/A
4244,Belize,AIBLZ5f,hol chan marine reserve - zone e-ii cayo pajaros conservation zone,1987,,,#N/A
4245,Belize,AIBLZ5g,hol chan marine reserve - zone e-iii bajos conservation zone,2016,,,#N/A
4246,Belize,AIBLZ5h,hol chan marine reserve - zone e-iv cayo rosario conservation zone,1987,,,#N/A
4248,Belize,AIBLZ5i,hol chan marine reserve - zone e-v blackadone caye conservation zone,1987,,,#N/A
4250,Belize,AIBLZ5j,hol chan marine reserve - zone e-vi los salones conservation zone,2016,,,#N/A
727,Australia,AIAUS2005,thorny passage marine park - sanctuary zone - sz-8 -,2009,,,Australia
818,Australia,AIAUS2194,west coast bays marine park - restricted access zone (existing) - raz-1 -,2009,,,Australia
4258,Belize,AIBLZ5n,hol chan marine reserve - shark and ray alley - exclusive recreational area,1999,,,#N/A
4259,Belize,AIBLZ6,swallow caye wildlife sanctuary,,,,#N/A
4263,Belize,AIBLZ8,half moon caye natural monument,,,,#N/A
4265,Belize,AIBLZ9,glover's reef marine reserve,,,,#N/A
4270,Belize,AIBLZ9a,glover's reef - general use zone,,,,#N/A
4275,Belize,AIBLZ9b,glover's reef - conservation zone,,,,#N/A
4277,Belize,AIBLZ9c,glover's reef - wilderness zone,,,,#N/A
4278,Belize,AIBLZ9d,glover's reef - seasonal closure zone,,,,#N/A
4332,Bahamas,AIBS3,andros north and south marine park,2002,,,"Bahamas, The"
4107,Belize,AIBLZ27a,caye caulker - general use zone,1998,,,Belize
25157,South Africa,AIZAF6,addo elephant national park marine protected area - cannon rocks inshore controlled zone,2019,,,South Africa
4252,Belize,AIBLZ5l,hol chan marine reserve - zone g mexico rocks general use zone,1987,,,Belize
4255,Belize,AIBLZ5m,hol chan marine reserve - zone h mexico rocks no take zone,1987,,,Belize
4281,Bermuda,AIBMU100,shelly bay nature reserve,1986,,,Bermuda
25170,South Africa,AIZAF7,addo elephant national park marine protected area - cannon rocks offshore controlled zone,2019,,,South Africa
25182,South Africa,AIZAF8,addo elephant national park marine protected area - cape padrone inshore controlled zone,2019,,,South Africa
4284,Bermuda,AIBMU107,spittal pond nature reserve,1970,,,Bermuda
25205,South Africa,AIZAF9,addo elephant national park marine protected area - st croix island offshore restricted zone,2019,,,South Africa
24610,South Africa,AIZAF10,addo elephant national park marine protected area - sundays inshore controlled zone,2019,,,South Africa
4292,Brazil,AIBRA120,parque estadual marinho da laje de santos; laje de santos,,,,#N/A
4296,Brazil,AIBRA130,refúgio de vida silvestre das ilhas do abrigo e guararitama; ilhas do abrigo e guararitama; todas as modalidades de pesca - rvs ilhas do abrigo e guararitama,,,,#N/A
4297,Brazil,AIBRA140,estação ecológica de tupinambás,,,,#N/A
4300,Brazil,AIBRA190,monumento natural arquipélago das ilhas cagarras,,,,#N/A
4302,Bahamas,AIBS14,conception island national park,,,,#N/A
4308,Bahamas,AIBS21,exuma cays land and sea park national park,,,,#N/A
4320,Bahamas,AIBS22,fowl cays national park,,,,#N/A
4321,Bahamas,AIBS23,grahams harbours national park,2015,,,#N/A
4323,Bahamas,AIBS24,green's bay national park,2015,,,#N/A
4324,Bahamas,AIBS27,exuma (jewfish cay) marine reserve,,,,#N/A
4329,Bahamas,AIBS29,little inagua national park,,,,#N/A
4287,Bermuda,AIBMU56,castle harbour islands nature reserve,1986,,,Bermuda
4333,Bahamas,AIBS31,lucayan national park,,,,#N/A
4336,Bahamas,AIBS33,moriah harbour cay national park,,,,#N/A
4340,Bahamas,AIBS39,pelican cays land and sea national park,,,,#N/A
4344,Bahamas,AIBS41,pigeon creek and snow bay national park,2015,,,#N/A
4347,Bahamas,AIBS43,south abaco blue holes national park,,,,#N/A
4352,Bahamas,AIBS44,south berry islands marine reserve,,,,#N/A
4356,Bahamas,AIBS52,walker's cay national park,,,,#N/A
4358,Bahamas,AIBS53,west coast marine park,,,,#N/A
4361,Bahamas,AIBS54,westside national park,,,,#N/A
4430,Bahamas,AIBS8,bonefish pond national park,,,,#N/A
24618,South Africa,AIZAF11,addo elephant national park marine protected area - sundays inshore restricted zone,2019,,,South Africa
24626,South Africa,AIZAF12,addo elephant national park marine protected area - sundays offshore controlled zone,2019,,,South Africa
3890,Australia,AIAUS797,shorebird roosting and feeding area (srf),,,,Australia
4137,Belize,AIBLZ38,turneffe atoll marine reserve,,,,Belize
4288,Bermuda,AIBMU60,cooper's island nature reserve,,,,Bermuda
4289,Bermuda,AIBMU66,daniel's island nature reserve,,,,Bermuda
4435,British Virgin Islands,AIBVI29,diamond cay national park,1991,,,British Virgin Islands
24823,South Africa,AIZAF250,aliwal shoal marine protected area - aliwal shoal offshore controlled-pelagic linefish zone,2019,,,South Africa
24826,South Africa,AIZAF251,aliwal shoal marine protected area - aliwal shoal offshore restricted zone,2019,,,South Africa
4442,British Virgin Islands,AIBVI4,fallen jerusalem island bird sanctuary,,,,#N/A
24829,South Africa,AIZAF252,aliwal shoal marine protected area - crown offshore restricted zone,2019,,,South Africa
4439,British Virgin Islands,AIBVI33a,great tobago,1995,,,British Virgin Islands
4445,British Virgin Islands,AIBVI45,sandy cay national park,2008,,,#N/A
24830,South Africa,AIZAF253,aliwal shoal marine protected area - green point inshore restricted zone,2019,,,South Africa
24831,South Africa,AIZAF254,aliwal shoal marine protected area - illovo offshore controlled zone,2019,,,South Africa
4448,British Virgin Islands,AIBVI4a,fallen jerusalem national park,,,,#N/A
24833,South Africa,AIZAF256,aliwal shoal marine protected area - ngane offshore restricted zone,2019,,,South Africa
24834,South Africa,AIZAF257,aliwal shoal marine protected area - park rynie offshore controlled zone,2019,,,South Africa
4451,British Virgin Islands,AIBVI56,dead chest national park,,,,#N/A
24832,South Africa,AIZAF255,aliwal shoal marine protected area - produce offshore restricted zone,2019,,,South Africa
4453,British Virgin Islands,AIBVI57,little tobago,,,,#N/A
4447,British Virgin Islands,AIBVI47a,prickly pear national park,1988,,,British Virgin Islands
24838,South Africa,AIZAF258,aliwal shoal marine protected area - rocky bay inshore restricted zone,2019,,,South Africa
24839,South Africa,AIZAF259,aliwal shoal marine protected area - scottburgh inshore controlled zone,2019,,,South Africa
24841,South Africa,AIZAF260,aliwal shoal marine protected area - umkomaas inshore controlled zone,2019,,,South Africa
4459,British Virgin Islands,AIBVI8,west dog island,,,,#N/A
4460,British Virgin Islands,AIBVI9,wreck of the rhone marine park,,,,#N/A
4461,USA,AICA19,james v. fitzgerald marine reserve,,,,#N/A
4290,Bermuda,AIBMU91,nelly island nature reserve,,,,Bermuda
4291,Bermuda,AIBMU92,one rock passage nature reserve,,,,Bermuda
24704,South Africa,AIZAF206,amathole marine protected area - gxulu offshore controlled pelagic linefish zone,2011,,,South Africa
4483,Chile,AICHL003,francisco coloane,,,,#N/A
4516,Chile,AICHL004,francisco coloane- isla carlos iii,,,,#N/A
4518,Chile,AICHL005,coral nui nui,,,,#N/A
4519,Chile,AICHL006,hanga oteo,,,,#N/A
4520,Chile,AICHL007,motu tautara,,4,High,#N/A
4521,Chile,AICHL008,lafken mapu lahual,,,,#N/A
4524,Chile,AICHL009,fiordo comau- san ignacio de huinay,2008,2,High,#N/A
4526,Chile,AICHL010,isla grande atacama - punta morro - desembocadura río copiapó,,,,#N/A
4529,Chile,AICHL011,pitipalena-añihue,,,,#N/A
4540,Chile,AICHL012,nazca-desventuradas,,,,#N/A
4549,Chile,AICHL013,motu motiro hiva,2010,5,High,#N/A
4550,Chile,AICHL014,bahía moreno - la rinconada,,,,#N/A
4552,Chile,AICHL015,pullinque,,,,#N/A
4553,Chile,AICHL016,putemún,,,,#N/A
4554,Chile,AICHL017,isla chañaral,,,,#N/A
4555,Chile,AICHL018,islas choros - damas,,,,#N/A
4556,Chile,AICHL022,cabo de hornos,,,,#N/A
4589,Chile,AICHL025,islotes de punihuil,,,,#N/A
24706,South Africa,AIZAF207,amathole marine protected area - gxulu offshore controlled zone,2011,,,South Africa
4465,Canada,AICAN316,banc-des-américains marine protected area - zone 1,2019,,,Canada
4471,Canada,AICAN317,banc-des-américains marine protected area - zone 2a,2019,,,Canada
4593,Chile,AICHL029,islotes lobería y lobería iglesia de piedra de cobquecura,,,,#N/A
4595,Chile,AICHL030,estero quitralco,,,,#N/A
4602,Chile,AICHL032,isla de sala y gómez e islotes adyacentes a la isla de pascua,,1,High,#N/A
4605,Chile,AICHL040,bahía lomas,,,,#N/A
4623,Chile,AICHL041,rapa nui multiple use marine protected area,2018,3,High,#N/A
4629,Cameroon,AICMR4,douala edea national park,,,,#N/A
4654,Cameroon,AICMR5,manyange na elombo-campo nariona marine park,,,,#N/A
4665,Comoros,AICOM3,parc national coelacanthe,,,,#N/A
4670,Comoros,AICOM5,parc national mitsamiouli ndroudé,,,,#N/A
4674,Comoros,AICOM7,parc national shisiwani,,,,#N/A
4476,Canada,AICAN318,banc-des-américains marine protected area - zone 2b,2019,,,Canada
4590,Chile,AICHL028a,islote pájaros niño - zone of absolute protection,1978,,,Chile
4591,Chile,AICHL028b,islote pájaros niño - restricted use zone,1978,,,Chile
4592,Chile,AICHL028c,islote pájaros niño - maritime buffer zone,1978,,,Chile
4679,Costa Rica,AICRI10,tempisque conservation area - cabo blanco marine management area - low intervention zone,1963,,,Costa Rica
4686,Costa Rica,AICRI11,tempisque conservation area - cabo blanco marine management area - medium intervention zone,1963,,,Costa Rica
4694,Costa Rica,AICRI126,central pacific conservation area - playa hermosa punta mala national wildlife refuge - minimum or no intervention zone,1998,,,Costa Rica
4695,Costa Rica,AICRI127,central pacific conservation area - playa hermosa punta mala national wildlife refuge - low intervention zone,1998,,,Costa Rica
4696,Costa Rica,AICRI128,central pacific conservation area - playa hermosa punta mala national wildlife refuge - medium intervention zone,1998,,,Costa Rica
4698,Costa Rica,AICRI129,central pacific conservation area - playa hermosa punta mala national wildlife refuge - high intervention zone,1998,,,Costa Rica
24712,South Africa,AIZAF208,amathole marine protected area - gxulu offshore restricted zone,2011,,,South Africa
4705,Costa Rica,AICRI139,tortuguero conservation area - tortuguero national park - marine absolute protection zone - marine-coastal sector,1970,,,Costa Rica
24714,South Africa,AIZAF210,amathole marine protected area - kei offshore restricted zone,2011,,,South Africa
4714,Costa Rica,AICRI146,tortuguero conservation area - tortuguero national park - special use zone - jalova lagoon,1970,,,Costa Rica
